base_pkg,adv_pkg,categories,typomind_cat
inherit,inherit.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
inherits,inheritz,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
inherits,inherits2,['Suffix Added'],"{'1-step D-L dist': 1, 'prefix/ suffix augmentation': 1}"
ini,inits,['Suffix Added'],{'prefix/ suffix augmentation': 1}
ini,inl,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ini,inix,['Suffix Added'],{'prefix/ suffix augmentation': 1}
ini,jni,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ini,imi,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ini,in,['Character Removed'],{'simplification': 1}
ini,iui,['Ascii Homoglpyh'],{'homographic replacement': 1}
ini,ini2,['Suffix Added'],{'prefix/ suffix augmentation': 1}
ini,ni,['Character Removed'],{'simplification': 1}
ini,lni,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
initials,initial,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
ink,iuk,['Ascii Homoglpyh'],{'homographic replacement': 1}
ink,in,['Close Letters on QWERTY Keyboard'],{'simplification': 1}
ink,jink,['Double hit character'],{'prefix/ suffix augmentation': 1}
ink,irk,['Ascii Homoglpyh'],{'homographic replacement': 1}
ink,in,['Character Removed'],{'simplification': 1}
ink,inks,['Suffix Added'],"{'grammatical substitution': True, 'prefix/ suffix augmentation': 1}"
ink,imk,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ink,inkjs,['Suffix Added'],{'prefix/ suffix augmentation': 1}
ink,link,['Double hit character'],{'prefix/ suffix augmentation': 1}
ink,kink,['Double hit character'],{'prefix/ suffix augmentation': 1}
ink,oink,['Double hit character'],{'prefix/ suffix augmentation': 1}
ink,lnk,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ink,nk,['Character Removed'],{'simplification': 1}
inky,fnky,['Bit Flips'],{'1-step D-L dist': 1}
inky,kinky,['Double hit character'],{'1-step D-L dist': 1}
inky,inly,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
inky,inky2,['Suffix Added'],"{'1-step D-L dist': 1, 'prefix/ suffix augmentation': 1, 'homophonic similarity': True}"
inky,inky.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
inky,linky,['Double hit character'],{'1-step D-L dist': 1}
inline-css,inlinecss,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
inputmask,inputmasks,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
inquirer,nquirer,['Character Removed'],{'1-step D-L dist': 1}
inquirer,unquirer,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
inquirer,inquire,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
inquirer,xinquirer,"['Prefix Added', 'Prefix Added']",{'1-step D-L dist': 1}
insert-css,insert-css2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
inside,insides,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
insight,insights,['Suffix Added'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
insight,insightjs,['Suffix Added'],"{'prefix/ suffix augmentation': 1, '1-step D-L dist': 2}"
install,install.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
install,install2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
install,nstall,['Character Removed'],{'1-step D-L dist': 1}
install,instal,"['Character Removed', 'Character Removed']","{'homophonic similarity': True, 'alternate spelling': 1, '1-step D-L dist': 1}"
install,linstall,['Double hit character'],{'1-step D-L dist': 1}
install,instyll,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
install,imstall,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
install,instill,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
intel,intal,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
intel,lintel,['Double hit character'],{'1-step D-L dist': 1}
internal,internals,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
internal,iternal,['Character Removed'],{'1-step D-L dist': 1}
interpret,interprit,['Swap Vowel'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
intersect,interset,['Character Removed'],{'1-step D-L dist': 1}
intersects,intersecta,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
intl,into,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
intl,irtl,['Ascii Homoglpyh'],"{'homographic replacement': 1, '1-step D-L dist': 1}"
intl,intp,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
intl,inti,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
intl,ontl,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
intl-tel-input,intl-tel-input-ng,['Suffix Added'],{'prefix/ suffix augmentation': 1}
intro.js,intra.js,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
intro.js,introjs,"['Character Removed', 'Separator Removed']","{'1-step D-L dist': 1, 'delimiter modification': 1}"
invariant,invariantx,['Suffix Added'],{'1-step D-L dist': 1}
invariant,invariants,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
io-ts,i-ts,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
io-ts,io-fs,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
io-ts,iu-ts,['Swap Vowel'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
ionic,ionic2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
ionic,konic,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
ionic,iunic,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
ionic,ionix,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
ionic,onic,['Character Removed'],{'1-step D-L dist': 1}
ionic,ionis,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
ionic,inic,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
ioredis,yoredis,['Swap Vowel'],{'1-step D-L dist': 1}
ioredis,noredis,['Bit Flips'],{'1-step D-L dist': 1}
ip,p,['Character Removed'],{'simplification': 1}
ip,ig,['Ascii Homoglpyh'],{'homographic replacement': 1}
ip,lp,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ip,ips,['Suffix Added'],{'grammatical substitution': True}
ip,jp,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ip-address,ipaddress,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
ip-router,jp-router,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
ip6,p6,['Character Removed'],{'simplification': 1}
ip6addr,ipaddr,['Character Removed'],{'1-step D-L dist': 1}
ipx,igx,['Ascii Homoglpyh'],{'homographic replacement': 1}
ipx,lpx,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
ipx,px,['Character Removed'],{'simplification': 1}
ipx,jpx,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
iron,oron,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
iron,fron,['Bit Flips'],{'1-step D-L dist': 1}
iron,kron,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
iron,aron,['Swap Vowel'],{'1-step D-L dist': 1}
iron,itron,['Double hit character'],{'1-step D-L dist': 1}
iron,ironjs,['Suffix Added'],{'prefix/ suffix augmentation': 1}
iron,irun,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
iron,uron,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
iron,hron,['Bit Flips'],{'1-step D-L dist': 1}
iron,ifon,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
iron,iroh,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
iron,iran,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
is,s,['Character Removed'],{'simplification': 1}
is,ls,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
is,js,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
is_js,is-js,['Separator Changed'],{'delimiter modification': 1}
is_js,is.js,['Separator Changed'],{'delimiter modification': 1}
is_js,isjs,"['Character Removed', 'Separator Removed']","{'delimiter modification': 1, '1-step D-L dist': 1}"
is-admin,hs-admin,['Bit Flips'],{'1-step D-L dist': 1}
is-admin,as-admin,['Swap Vowel'],{'1-step D-L dist': 1}
is-admin,fs-admin,['Bit Flips'],{'1-step D-L dist': 1}
is-admin,os-admin,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
is-arguments,is_arguments,['Separator Changed'],{'delimiter modification': 1}
is-arguments,es-arguments,['Swap Vowel'],{'1-step D-L dist': 1}
is-array,s-array,['Character Removed'],{'1-step D-L dist': 1}
is-array,is_array,['Separator Changed'],{'delimiter modification': 1}
is-array,fs-array,['Bit Flips'],{'1-step D-L dist': 1}
is-array-like,is_array_like,['Separator Changed'],{'delimiter modification': 1}
is-arrow-function,isarrowfunction,['Separator Removed'],{'delimiter modification': 1}
is-base64,es-base64,['Swap Vowel'],{'1-step D-L dist': 1}
is-bigint,as-bigint,['Swap Vowel'],{'1-step D-L dist': 1}
is-bluebird,fs-bluebird,['Bit Flips'],{'1-step D-L dist': 1}
is-browser,js-browser,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-browser,fs-browser,['Bit Flips'],{'1-step D-L dist': 1}
is-browser,isbrowser,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-browser,ics-browser,['Double hit character'],{'1-step D-L dist': 1}
is-buffer,as-buffer,['Swap Vowel'],{'1-step D-L dist': 1}
is-buffer,js-buffer,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-ci,is-cli,['Double hit character'],{'1-step D-L dist': 1}
is-class,isclass,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-class,ys-class,['Swap Vowel'],{'1-step D-L dist': 1}
is-class,js-class,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-class,ie-class,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-d,is-md,['After Separator'],{'1-step D-L dist': 1}
is-d,is-ad,['After Separator'],{'1-step D-L dist': 1}
is-d,is-x,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-d,is-,['Character Removed'],{'simplification': 1}
is-decimal,js-decimal,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-decimal,is_decimal,['Separator Changed'],{'delimiter modification': 1}
is-dir,ls-dir,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-dir,isdir,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-dom,s-dom,['Character Removed'],{'1-step D-L dist': 1}
is-dom,js-dom,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
is-dom,is_dom,['Separator Changed'],{'delimiter modification': 1}
is-dom,i-dom,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
is-email,is_email,['Separator Changed'],{'delimiter modification': 1}
is-empty,is_empty,['Separator Changed'],{'delimiter modification': 1}
is-empty,isempty,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-empty,js-empty,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-equal,fs-equal,['Bit Flips'],{'1-step D-L dist': 1}
is-equal,isequal,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-equal,is-equals,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
is-error,is_error,['Separator Changed'],{'delimiter modification': 1}
is-error,ls-error,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-error,ns-error,['Bit Flips'],{'1-step D-L dist': 1}
is-even,js-even,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-expression,js-expression,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-expression,s-expression,['Character Removed'],{'1-step D-L dist': 1}
is-expression,ys-expression,['Swap Vowel'],{'1-step D-L dist': 1}
is-expression,as-expression,['Swap Vowel'],{'1-step D-L dist': 1}
is-extended,fs-extended,['Bit Flips'],{'1-step D-L dist': 1}
is-file,js-file,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-finite,is_finite,['Separator Changed'],{'delimiter modification': 1}
is-fn,is-n,['Character Removed'],{'1-step D-L dist': 1}
is-fn,is-fns,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
is-fn,is-rn,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-fn,isfn,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-function,is_function,['Separator Changed'],{'delimiter modification': 1}
is-function,isfunction,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-generator,ics-generator,['Double hit character'],{'1-step D-L dist': 1}
is-generator,fs-generator,['Bit Flips'],{'1-step D-L dist': 1}
is-generator,id-generator,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-gif,is-git,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-gif,is-tif,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-glob,fs-glob,['Bit Flips'],{'1-step D-L dist': 1}
is-html,js-html,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-html,ls-html,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-html,as-html,['Swap Vowel'],{'1-step D-L dist': 1}
is-https,is-http,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
is-in-browser,ics-in-browser,['Double hit character'],{'1-step D-L dist': 1}
is-integer,isinteger,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-integer,is_integer,['Separator Changed'],{'delimiter modification': 1}
is-iojs,is-ios,['Character Removed'],{'1-step D-L dist': 1}
is-ip,isip,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
is-ip,js-ip,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-ip,ls-ip,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-ip,is-up,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
is-ip,is-pi,['Letters Swapped'],{'1-step D-L dist': 1}
is-ip,os-ip,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']",{'1-step D-L dist': 1}
is-ipfs,js-ipfs,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-jpg,id-jpg,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-json,js-json,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-json,fs-json,['Bit Flips'],{'1-step D-L dist': 1}
is-json,as-json,['Swap Vowel'],{'1-step D-L dist': 1}
is-json,i-json,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
is-lambda,js-lambda,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-lite,id-lite,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-lower-case,is-lowercase,['Character Removed'],{'delimiter modification': 1}
is-map,id-map,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-map,ie-map,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
is-map,fs-map,['Bit Flips'],{'1-step D-L dist': 1}
is-mobile,vs-mobile,"['Bit Flips', 'Bit Flips']",{'1-step D-L dist': 1}
is-mobile,ismobile,"['Character Removed', 'Separator Removed']","{'delimiter modification': 1, '1-step D-L dist': 1}"
is-module,ismodule,"['Character Removed', 'Separator Removed']","{'delimiter modification': 1, '1-step D-L dist': 1}"
is-nan,is-an,['Character Removed'],{'1-step D-L dist': 1}
is-nan,is_nan,['Separator Changed'],{'delimiter modification': 1}
is-nan,isnan,"['Character Removed', 'Separator Removed']","{'delimiter modification': 1, '1-step D-L dist': 1}"
is-nan,is-naan,['Letter Duplicated'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
is-native,js-native,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-native,is_native,['Separator Changed'],{'delimiter modification': 1}
is-native,fs-native,['Bit Flips'],{'1-step D-L dist': 1}
is-node,isnode,"['Character Removed', 'Separator Removed']","{'1-step D-L dist': 1, 'delimiter modification': 1}"
is-node,fs-node,['Bit Flips'],{'1-step D-L dist': 1}
is-node,as-node,['Swap Vowel'],{'1-step D-L dist': 1}
is-node,ls-node,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
is-node,is_node,['Separator Changed'],{'delimiter modification': 1}
is-node,is-mode,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
